OrderID,OrderDate,CustomerID,ProductID,StoreID,SalesChannel,Quantity,UnitPrice,DiscountPercent
100498,7/11/2025,38,26,9,Store,3,2975,0.02
100499,10/11/2023,88,30,12,Store,4,1605,0.16
100500,3/1/2026,11,10,3,Online,4,3985,0.06
100501,6/5/2023,58,3,4,Online,3,4575,0.22
100502,10/18/2024,113,9,3,Online,3,1971,0.21
100503,9/4/2023,64,8,4,Store,1,2368,0.28
100504,7/7/2023,36,40,3,Store,1,3194,0.1
100505,8/30/2025,38,11,6,Store,5,3498,0.13
100506,3/22/2023,116,21,5,Store,2,4486,0.06
100507,8/7/2025,88,25,9,Online,1,2756,0.23
100508,8/25/2025,29,20,3,Online,3,7070,0.17
100509,11/24/2023,1,24,1,Online,4,6465,0.23
100510,10/5/2025,67,40,10,Store,2,7093,0.12
100511,3/19/2023,86,18,9,Online,4,4626,0.17
100512,4/23/2025,96,18,2,Online,2,3131,0.11
100513,9/8/2023,18,31,8,Store,1,2542,0.1
100514,3/23/2025,101,17,12,Online,3,4363,0.1
100515,2/24/2026,60,27,1,Store,5,675,0.2
100516,9/23/2023,89,33,7,Online,4,7415,0.1
100517,4/23/2024,66,39,8,Store,2,4415,0.29
100518,8/23/2025,11,16,7,Online,4,5666,0.04
100519,11/19/2023,50,1,4,Store,3,3882,0.21
100520,12/7/2024,11,10,7,Store,2,948,0.22
100521,6/2/2023,88,19,3,Store,3,6872,0.1
100522,8/5/2023,72,31,7,Store,1,7283,0.15
100523,3/28/2025,13,14,7,Store,4,4514,0.01
100524,11/17/2024,52,31,5,Store,2,4682,0.1
100525,7/23/2025,75,8,6,Store,2,4904,0.18
100526,11/23/2024,37,18,8,Store,2,4843,0.2
100527,5/3/2023,114,4,11,Store,2,1001,0.27
100528,7/19/2023,36,2,6,Online,1,6728,0.19
100529,6/15/2024,47,35,1,Online,5,3206,0.25
100530,5/7/2023,9,15,1,Online,4,6556,0.29
100531,10/4/2024,38,3,3,Online,4,2330,0.25
100532,7/21/2023,83,6,9,Online,2,5616,0.13
100533,10/21/2023,72,39,8,Online,1,4238,0.19
100534,7/1/2023,17,2,9,Store,4,1513,0.03
100535,4/14/2026,42,36,9,Store,3,3817,0.16
100536,11/2/2024,44,29,9,Store,2,1726,0.14
100537,6/12/2025,34,2,12,Online,1,3691,0.11
100538,12/29/2024,36,16,8,Online,5,3204,0.11
100539,3/9/2023,40,17,3,Online,4,4674,0.04
100540,1/23/2023,38,19,3,Store,3,5735,0.01
100541,7/14/2025,99,22,5,Store,4,1381,0.15
100542,10/25/2023,83,24,9,Online,4,1377,0.17
100543,11/6/2024,77,10,8,Store,3,7168,0.28
100544,2/14/2024,99,35,1,Online,5,4577,0.23
100545,7/15/2025,23,11,7,Store,5,4896,0.2
100546,2/15/2025,73,37,7,Online,5,4028,0.19
100547,4/10/2026,66,7,11,Store,5,2753,0.24
100548,4/12/2026,95,10,12,Store,3,2050,0.23
100549,9/18/2025,111,36,5,Online,4,6878,0.1
100550,4/8/2025,95,13,12,Store,2,914,0.26
100551,4/9/2026,70,35,4,Online,4,1040,0.26
100552,10/4/2024,94,7,7,Online,3,1867,0.1
100553,8/4/2024,110,38,3,Online,4,1541,0.27
100554,6/25/2023,48,9,2,Store,4,6616,0.02
100555,12/15/2025,6,11,9,Store,2,6472,0.14
100556,7/7/2025,30,31,10,Online,3,5374,0.07
100557,1/22/2026,14,34,2,Online,4,1124,0.05
100558,9/7/2025,116,3,12,Online,2,5340,0.07
100559,12/25/2024,92,22,10,Store,3,6624,
100560,11/1/2023,37,25,2,Online,3,705,0.26
100561,12/1/2023,68,2,2,Online,2,4350,0.19
100562,5/4/2023,100,29,9,Online,2,843,0.12
100563,8/23/2024,21,35,6,Store,5,6323,0.09
100564,9/9/2024,11,29,10,Store,1,4451,0.26
100565,3/11/2025,67,21,10,Store,5,5023,0.01
100566,12/28/2025,89,13,5,Online,2,3715,0.04
100567,3/18/2026,15,33,4,Store,1,6486,0.18
100568,6/9/2023,77,21,3,Online,1,4718,0.08
100569,12/31/2023,107,20,1,Store,5,7360,0.01
100570,8/27/2023,58,22,11,Store,2,4027,0.01
100571,11/22/2025,5,37,2,Store,1,3718,0.28
100572,8/28/2024,74,20,10,Store,4,6298,
100573,12/15/2024,90,14,4,Store,4,3662,0.26
100574,5/13/2024,63,21,5,Store,1,6179,0.24
100575,6/25/2025,3,19,10,Store,1,1480,0.26
100576,6/7/2025,53,7,3,Online,4,2660,0.13
100577,6/6/2025,34,19,11,Store,1,5131,0.03
100578,5/22/2025,42,7,4,Store,3,6928,0.28
100579,3/27/2023,78,10,1,Store,3,2472,0.01
100580,6/16/2023,39,19,9,Store,5,2612,0.2
100581,4/5/2025,110,2,6,Store,5,6270,0.1
100582,2/25/2023,14,38,4,Store,3,2004,0.16
100583,2/26/2026,15,22,10,Online,1,4855,0.13
100584,11/8/2024,26,9,4,Online,3,6310,0.14
100585,5/20/2025,37,16,10,Online,5,1077,0.23
100586,12/26/2024,74,19,6,Store,5,6846,0.11
100587,3/31/2026,42,24,1,Store,2,5903,0.18
100588,8/22/2024,10,39,10,Store,4,6486,0.2
100589,9/8/2024,74,6,6,Online,2,3893,0.13
100590,9/16/2023,70,24,4,Online,1,5141,0.17
100591,10/10/2023,24,14,10,Online,5,6324,0.01
100592,9/19/2023,61,11,8,Store,4,1158,0.05
100593,5/20/2023,23,25,7,Store,1,4820,0.11
100594,3/3/2023,67,16,8,Online,3,6501,0.27
100595,12/7/2025,84,39,10,Store,3,4913,0.09
100596,7/4/2024,70,23,11,Store,5,7281,0.13
100597,1/26/2026,40,8,7,Online,1,1952,
100598,11/17/2024,74,18,9,Online,3,5577,0.18
100599,11/27/2024,72,31,1,Store,4,3674,0.02
100600,7/27/2024,103,35,12,Store,5,4275,0.02
100601,2/13/2025,40,23,8,Store,5,7007,0.18
100602,10/25/2024,109,4,2,Store,3,4613,0.25
100603,12/20/2024,54,23,11,Store,5,2431,0.27
100604,4/15/2026,22,13,6,Online,3,5713,0.19
100605,1/22/2026,100,17,5,Store,2,1631,0.13
100606,12/7/2025,62,32,11,Store,2,3480,0.09
100607,9/13/2024,91,13,11,Store,4,2072,0.3
100608,5/6/2024,78,23,10,Store,4,2044,0.22
100609,2/3/2025,68,37,2,Online,3,5008,0.19
100610,5/7/2023,74,29,9,Online,2,5373,0.01
100611,8/4/2024,68,4,3,Store,1,1346,0.03
100612,9/16/2024,43,27,10,Online,5,4904,0.11
100613,7/14/2025,37,39,4,Online,1,780,0.17
100614,4/9/2026,46,8,5,Store,5,3974,0.22
100615,5/25/2024,36,14,7,Online,1,3202,0.18
100616,8/6/2025,101,21,4,Store,2,7339,0.18
100617,7/2/2023,30,37,12,Store,1,7194,0.1
100618,8/24/2024,87,39,12,Online,5,804,0.12
100619,5/1/2023,13,20,5,Online,1,4653,0.09
100620,1/23/2023,43,7,8,Store,2,6285,0.03
100621,2/23/2025,34,37,11,Online,3,6200,0.12
100622,3/27/2024,16,19,6,Store,5,3301,0.11
100623,9/13/2023,23,29,12,Online,5,6773,0.07
100624,6/22/2024,24,5,2,Online,5,1315,0.13
100625,4/21/2024,53,32,9,Store,3,5105,0.09
100626,3/21/2024,62,16,6,Online,3,1121,0.05
100627,9/2/2023,95,1,5,Store,5,2009,0.17
100628,12/27/2024,61,13,2,Store,1,3321,0.28
100629,7/13/2023,22,21,11,Store,3,6024,0.23
100630,11/2/2024,57,23,12,Store,1,6119,0.21
100631,7/12/2024,87,21,6,Store,2,3063,0.09
100632,9/10/2023,85,24,6,Store,5,7259,0.28
100633,5/17/2025,101,38,9,Online,5,5964,0.23
100634,4/15/2026,100,31,2,Store,3,3537,0.14
100635,4/2/2023,43,7,5,Online,4,5964,0.04
100636,8/11/2025,44,13,7,Store,4,3736,0.18
100637,6/27/2023,34,1,7,Store,2,5233,0.05
100638,8/7/2023,83,21,6,Store,1,5789,0.1
100639,3/7/2026,108,14,9,Store,1,2178,0.3
100640,11/16/2025,101,31,12,Online,1,2871,0.17
100641,3/8/2025,22,21,2,Online,5,1555,0.06
100642,1/24/2025,14,7,11,Online,3,1264,0.09
100643,2/8/2024,15,9,10,Store,3,2246,0.25
100644,3/10/2023,44,13,12,Online,1,4127,0.02
100645,12/15/2023,108,4,10,Store,5,2160,0.08
100646,7/26/2025,100,37,2,Store,4,6759,0.08
100647,9/2/2025,3,26,9,Store,4,5063,0.07
100648,5/10/2025,1,27,7,Store,2,1581,0.12
100649,2/22/2025,112,26,7,Store,1,1382,0.26
100650,10/13/2023,11,29,10,Store,4,6195,0.2
100651,1/2/2023,114,36,11,Store,1,6050,0.27
100652,3/18/2024,109,22,2,Online,5,829,0.15
100653,6/15/2024,87,31,7,Store,1,4862,0.22
100654,12/19/2023,97,24,7,Store,5,5159,0.2
100655,5/12/2024,48,6,2,Store,4,4955,0.09
100656,1/11/2026,68,21,7,Store,4,6314,0.3
100657,8/21/2025,81,11,11,Store,5,6030,0.24
100658,1/17/2026,95,5,6,Online,5,6139,0.01
100659,10/6/2025,63,38,2,Store,4,1293,0.29
100660,11/27/2024,94,4,9,Online,3,767,0.11
100661,2/24/2026,62,5,8,Store,3,3040,0.15
100662,4/3/2025,64,23,4,Store,3,3299,0.08
100663,11/20/2023,16,37,12,Store,4,2601,0.08
100664,9/27/2023,25,30,2,Online,3,3048,0.22
100665,1/19/2026,58,34,10,Store,2,674,0.02
100666,1/16/2023,23,18,3,Online,4,5872,0.25
100667,8/24/2023,25,7,9,Online,2,2439,0.01
100668,3/25/2024,43,17,10,Online,4,7306,0.02
100669,1/21/2024,68,22,5,Store,1,7281,0.04
100670,4/9/2025,45,20,6,Online,3,5748,0.11
100671,5/4/2024,73,24,2,Online,5,1538,0.11
100672,8/17/2023,45,10,10,Store,2,4356,0.2
100673,10/16/2024,46,14,3,Store,2,4855,0.19
100674,1/9/2023,15,21,1,Online,5,2380,0.17
100675,4/3/2023,49,12,8,Online,4,1159,0.05
100676,1/2/2026,110,10,10,Store,5,6143,0.07
100677,12/13/2023,118,33,7,Store,2,785,0.22
100678,10/12/2025,33,33,6,Online,2,784,0.21
100679,11/14/2024,109,36,2,Store,1,5108,0.27
100680,7/31/2024,107,27,6,Online,2,6261,0.13
100681,1/24/2023,45,16,8,Online,5,5265,0.23
100682,8/27/2023,78,18,4,Online,5,4555,0.2
100683,5/24/2025,17,27,11,Store,1,4573,0.09
100684,3/1/2023,60,9,4,Online,3,1929,0.1
100685,12/23/2024,18,33,2,Store,1,5671,0.25
100686,7/12/2025,80,29,1,Online,1,6587,0.21
100687,6/25/2025,120,30,8,Store,2,6574,0.23
100688,6/9/2023,8,13,4,Store,2,957,0.28
100689,8/10/2025,60,11,7,Store,2,5236,0.15
100690,1/13/2026,85,11,8,Store,4,6875,0.09
100691,2/10/2025,101,13,5,Online,3,7182,0.18
100692,4/19/2026,104,14,8,Store,5,3487,0.18
100693,5/22/2025,55,33,1,Store,1,3887,0.03
100694,11/29/2025,59,18,3,Store,4,5149,0.06
100695,1/19/2026,38,25,10,Online,1,3136,0.26
100696,7/20/2024,91,23,4,Store,4,2292,0.2
100697,3/13/2024,84,5,11,Store,2,5265,0.15
100698,9/22/2024,52,3,7,Online,2,3039,0.17
100699,7/25/2024,76,17,11,Store,3,7022,0.21
100700,10/30/2023,94,13,6,Online,4,4109,0.11
100701,8/15/2025,105,8,9,Store,5,2554,0.29
100702,8/5/2023,20,7,4,Store,4,3381,0.04
100703,3/27/2025,91,35,11,Online,2,4737,0.07
100704,7/14/2025,86,9,8,Online,3,1185,0.17
100705,7/6/2025,47,34,5,Store,2,3819,0.06
100706,1/4/2026,110,23,3,Store,4,6113,0.07
100707,7/21/2024,25,9,9,Online,3,6955,0.23
100708,10/31/2023,32,35,4,Online,4,6631,0.27
100709,12/11/2024,11,25,3,Store,5,2461,0.14
100710,4/17/2025,86,9,2,Online,2,7262,0.04
100711,8/8/2024,85,4,11,Store,2,4184,0.04
100712,8/12/2024,102,14,4,Online,4,1403,0.14
100713,9/12/2023,80,24,8,Online,4,1638,0.02
100714,11/6/2024,83,38,3,Store,4,6563,0.23
100715,5/13/2023,82,3,11,Online,2,2748,0.17
100716,5/20/2023,80,31,8,Online,1,2312,0.18
100717,12/10/2025,94,11,3,Store,4,4800,0.01
100718,12/8/2025,120,20,4,Store,4,4148,0.13
100719,10/2/2023,9,1,6,Store,1,4570,0.27
100720,3/2/2026,89,15,5,Store,3,5728,0.26
100721,1/28/2023,92,35,10,Online,2,1746,0.19
100722,7/9/2023,56,25,10,Store,5,4197,0.11
100723,3/23/2026,3,2,5,Store,2,2869,0.13
100724,2/28/2026,57,22,2,Online,1,4074,0.16
100725,6/12/2024,70,30,7,Store,1,5398,0.05
100726,11/12/2023,9,5,9,Online,4,3210,0.21
100727,7/31/2024,57,4,1,Store,4,6338,0.19
100728,3/23/2025,16,16,6,Store,4,7299,0.07
100729,5/16/2025,14,2,7,Store,1,4893,0.01
100730,8/23/2025,103,38,3,Store,1,3078,0.01
100731,10/22/2023,23,8,2,Store,5,6573,0.27
100732,12/27/2025,40,8,11,Store,5,3336,0.17
100733,3/31/2026,61,1,6,Online,3,2284,0.19
100734,12/23/2025,119,18,1,Online,2,2957,0.29
100735,1/14/2024,111,38,9,Online,1,5406,0.12
100736,10/16/2023,49,12,12,Online,4,1387,0.2
100737,9/1/2023,6,39,9,Online,3,6115,0.3
100738,6/14/2023,72,23,1,Online,5,5564,0.13
100739,2/13/2024,31,17,12,Online,2,3258,0.18
100740,2/14/2024,56,14,6,Store,4,5427,0.3
100741,5/15/2024,25,38,6,Store,1,1337,0.13
100742,11/11/2025,19,31,9,Online,2,1019,0.08
100743,4/14/2024,77,5,12,Store,5,2930,0.22
100744,9/21/2024,104,37,10,Store,5,6190,0.01
100745,2/16/2026,15,4,9,Online,2,2208,0.11
100746,2/21/2025,115,3,3,Online,5,6671,0.08
100747,3/5/2025,20,13,3,Online,5,3795,0.27
100748,8/31/2025,2,1,5,Online,2,5652,0.04
100749,6/4/2025,8,36,1,Store,5,1277,0.04
100750,12/15/2023,35,35,5,Store,3,2339,0.28
100751,7/19/2024,72,9,1,Online,4,2466,0.17
100752,11/20/2024,19,13,2,Online,3,7109,0.18
100753,12/25/2025,66,5,8,Online,3,4614,0.17
100754,10/10/2024,35,13,1,Online,3,2079,0.04
100755,3/1/2024,39,10,1,Store,2,3828,0.25
100756,2/12/2026,107,38,1,Store,5,5192,0.06
100757,9/3/2024,49,8,11,Store,2,6845,0.27
100758,8/24/2024,81,16,8,Store,3,6832,0.27
100759,8/9/2024,84,23,7,Store,5,1635,0.04
100760,1/17/2026,71,23,9,Store,2,7058,0.01
100761,1/25/2026,111,33,4,Online,1,4112,
100762,8/23/2025,22,14,3,Online,2,3987,0.2
100763,9/18/2023,28,39,1,Store,3,5251,0.19
100764,4/11/2024,115,21,5,Online,4,5251,0.02
100765,5/20/2024,45,35,3,Store,1,3211,0.16
100766,2/13/2026,41,1,12,Store,4,1908,0.18
100767,1/31/2026,76,22,9,Store,3,4560,0.2
100768,1/26/2023,8,32,11,Online,3,4983,
100769,3/15/2023,120,36,11,Online,5,1507,0.2
100770,2/10/2026,31,10,2,Store,4,3141,0.14
100771,3/5/2025,7,16,10,Store,3,6172,0.12
100772,3/4/2024,2,32,10,Store,4,5610,0.19
100773,11/16/2023,97,33,9,Store,5,2203,0.23
100774,1/28/2025,83,8,2,Online,2,7221,0.08
100775,7/29/2024,50,32,9,Online,4,4530,0.2
100776,5/16/2024,25,5,3,Store,3,835,0.03
100777,10/18/2025,44,23,4,Online,2,7227,0.04
100778,9/21/2025,11,24,5,Store,3,4627,0.14
100779,2/16/2025,61,9,2,Online,3,4752,0.04
100780,7/21/2024,106,15,4,Online,5,1518,0.18
100781,8/4/2024,63,32,12,Store,3,3521,0.15
100782,2/16/2024,100,4,8,Store,5,2750,0.27
100783,8/9/2025,72,22,9,Online,5,5498,0.21
100784,1/25/2024,75,38,6,Online,1,6180,0.08
100785,11/3/2025,84,30,12,Store,2,4110,0.29
100786,3/1/2026,16,1,1,Store,3,4045,0.24
100787,6/5/2024,80,17,4,Store,3,2728,0.08
100788,5/19/2023,74,18,12,Store,1,2562,0.28
100789,9/23/2025,37,12,7,Store,3,4042,0.28
100790,3/31/2024,114,15,12,Store,2,7026,0.03
100791,12/1/2024,58,27,1,Online,3,5213,0.21
100792,9/16/2023,59,20,6,Store,4,2150,0.18
100793,4/3/2023,72,28,3,Store,3,4084,0.3
100794,4/6/2026,98,24,1,Online,4,4585,0.28
100795,5/25/2023,105,40,3,Online,4,2037,0.22
100796,3/10/2024,118,18,11,Online,1,4607,0.24
100797,10/10/2024,27,21,5,Store,1,2127,0.16
100798,10/2/2023,112,24,9,Online,2,6865,0.28
100799,4/9/2023,53,23,9,Store,1,6084,0.2
100800,9/3/2025,117,11,9,Store,4,2030,0.08
100801,8/4/2023,107,5,7,Online,4,655,0.27
100802,1/4/2023,20,29,11,Online,2,6006,0.3
100803,12/26/2024,101,31,11,Store,3,4417,0.1
100804,11/29/2024,60,8,12,Store,5,7468,0.11
100805,6/1/2025,112,2,1,Online,1,7131,0.13
100806,11/20/2024,102,22,11,Online,1,5304,0.27
100807,5/20/2024,109,34,2,Store,3,3760,0.14
100808,2/11/2023,22,5,11,Online,2,1542,0.09
100809,3/24/2025,67,17,6,Online,2,6590,0.2
100810,11/4/2023,91,24,1,Store,1,6541,
100811,7/4/2025,47,37,4,Online,5,4317,0.19
100812,10/15/2025,71,10,2,Store,3,6824,0.14
100813,12/26/2023,39,18,7,Online,2,6511,0.22
100814,12/22/2023,102,38,12,Store,4,7093,0.27
100815,6/24/2024,76,30,8,Online,1,2452,0.1
100816,3/20/2023,97,18,9,Store,4,6679,0.01
100817,11/21/2023,12,34,12,Store,2,5845,0.03
100818,12/12/2024,27,29,1,Online,3,6527,0.05
100819,2/26/2023,37,13,11,Online,5,2072,0.28
100820,6/12/2025,24,36,1,Online,1,7368,0.26
100821,1/20/2024,12,13,10,Store,2,5952,0.08
100822,3/8/2023,47,25,5,Online,4,6265,0.19
100823,9/15/2025,104,37,6,Store,2,1559,0.13
100824,8/27/2024,18,10,1,Store,1,4166,0.14
100825,3/24/2026,81,11,9,Online,3,6668,0.24
100826,3/4/2025,49,9,2,Store,1,3555,0.06
100827,2/15/2024,53,1,7,Store,3,919,0.29
100828,12/23/2024,87,23,5,Store,1,5982,0.13
100829,4/14/2023,93,40,5,Online,4,7379,0.25
100830,5/25/2025,32,25,11,Online,5,6446,0.1
100831,6/15/2025,71,34,2,Online,1,4918,0.17
100832,3/29/2025,22,16,3,Store,4,5950,0.03
100833,7/26/2024,4,31,7,Store,5,7415,0.15
100834,1/17/2025,117,38,1,Store,4,2982,0.09
100835,5/9/2023,3,12,7,Online,5,2419,0.11
100836,5/6/2025,120,7,7,Online,1,3142,0.25
100837,5/25/2023,69,40,7,Online,3,1216,0.29
100838,5/26/2025,89,22,12,Store,4,6236,0.05
100839,7/28/2024,86,18,10,Store,1,2437,0.24
100840,5/15/2023,48,16,1,Store,4,1208,0.26
100841,12/8/2025,21,1,7,Store,3,1786,0.2
100842,3/22/2024,77,8,2,Store,2,1509,0.11
100843,4/12/2023,20,13,5,Online,2,2069,0.22
100844,2/14/2025,62,34,2,Online,3,3707,
100845,2/12/2023,36,28,7,Store,4,3390,
100846,12/18/2023,75,31,8,Online,5,1691,0.04
100847,10/22/2023,64,13,8,Store,3,5811,0.28
100848,10/9/2023,17,14,11,Store,1,4369,0.03
100849,4/2/2026,106,31,4,Store,3,5159,0.13
100850,1/23/2023,59,18,8,Online,3,2092,0.1
100851,11/7/2025,3,9,1,Online,3,5326,0.29
100852,1/23/2024,68,14,2,Store,2,2363,0.04
100853,11/15/2025,48,22,4,Online,4,3730,0.22
100854,3/4/2026,1,38,4,Online,1,1403,0.11
100855,11/23/2023,60,29,4,Store,1,6340,0.26
100856,3/14/2024,42,5,6,Store,1,2240,0.15
100857,11/29/2023,64,5,4,Online,1,4489,0.1
100858,3/27/2025,83,30,5,Online,1,7408,0.28
100859,8/28/2024,103,1,2,Store,3,4427,0.29
100860,9/9/2025,105,33,8,Store,2,3155,0.2
100861,7/22/2023,83,31,11,Store,2,3667,0.21
100862,8/28/2025,4,3,1,Store,5,7323,0.05
100863,8/16/2024,34,35,1,Store,1,5899,0.02
100864,9/23/2025,61,14,4,Store,2,4080,0.19
100865,11/10/2023,119,22,3,Online,2,2105,0.13
100866,4/9/2025,92,7,6,Online,4,6778,0.15
100867,1/6/2024,8,33,9,Online,4,2361,0.25
100868,9/27/2025,90,7,12,Online,5,7324,0.14
100869,8/12/2025,44,11,2,Online,2,6539,0.26
100870,9/23/2023,45,23,9,Online,3,1722,0.12
100871,7/21/2023,120,37,1,Store,1,1492,0.27
100872,12/24/2024,64,27,8,Online,1,7492,0.15
100873,1/6/2026,86,40,6,Store,2,2944,0.08
100874,10/19/2024,5,1,9,Store,3,697,0.06
100875,10/6/2025,77,12,4,Store,1,5636,0.02
100876,5/9/2023,99,31,2,Online,5,2004,0.21
100877,1/28/2024,26,17,3,Online,3,3220,0.1
100878,10/17/2023,108,39,12,Store,5,1735,0.1
100879,2/3/2026,106,35,10,Store,5,5587,0.2
100880,12/27/2023,100,35,6,Store,5,5859,0.3
100881,12/24/2023,11,37,9,Store,1,3172,0.13
100882,1/20/2023,89,37,4,Online,5,7288,0.1
100883,6/14/2023,118,9,12,Store,3,2585,0.16
100884,11/8/2023,64,31,6,Online,2,6739,0.05
100885,12/24/2025,14,23,10,Online,3,2315,0.16
100886,1/30/2026,77,24,1,Store,5,2232,0.26
100887,10/7/2024,70,28,3,Store,5,4109,0.03
100888,2/10/2023,94,14,12,Store,1,3812,0.06
100889,10/12/2024,89,34,5,Online,1,6311,0.11
100890,4/20/2023,82,31,12,Online,1,1598,0.1
100891,5/30/2024,60,6,2,Store,2,3922,0.1
100892,3/11/2024,108,23,12,Online,1,4682,0.08
100893,7/11/2024,82,22,12,Online,2,4618,0.28
100894,9/17/2024,31,1,7,Online,4,1860,0.02
100895,4/29/2025,87,37,2,Store,5,5995,0.16
100896,3/4/2023,103,36,5,Store,4,3875,0.12
100897,10/30/2024,62,39,11,Online,4,7426,0.23
100898,3/8/2025,27,27,11,Store,3,6255,0.14
100899,5/20/2024,13,35,2,Online,2,6307,0.2
100900,3/23/2023,66,40,7,Store,2,1528,0.22
100901,7/13/2023,72,23,4,Store,3,1818,0.04
100902,2/29/2024,102,13,11,Online,4,6901,0.28
100903,10/22/2025,24,30,5,Store,5,4280,0.2
100904,3/2/2026,104,28,2,Store,1,5120,0.09
100905,8/16/2023,94,5,10,Online,4,652,0.06
100906,8/12/2023,94,21,6,Online,1,4537,0.08
100907,12/25/2025,72,21,10,Online,3,5536,0.11
100908,9/30/2025,72,11,10,Online,3,3141,0.28
100909,8/25/2025,18,6,12,Store,4,5058,0.09
100910,4/18/2024,101,35,5,Store,3,1414,0.28
100911,10/25/2025,120,8,5,Store,3,4842,0.14
100912,11/17/2023,116,17,5,Online,3,3395,0.17
100913,6/26/2024,12,26,10,Store,1,4645,0.05
100914,6/14/2024,8,15,12,Store,4,6168,0.29
100915,4/27/2023,102,2,11,Online,5,5953,0.01
100916,3/26/2023,13,40,5,Online,3,3344,0.21
100917,6/17/2023,92,1,7,Online,1,5019,0.22
100918,12/14/2023,43,32,10,Store,4,3974,0.05
100919,3/26/2025,107,28,8,Online,3,7006,0.28
100920,10/4/2024,110,31,9,Online,5,1090,0.14
100921,4/10/2025,17,29,3,Online,2,634,0.01
100922,2/5/2023,112,39,12,Online,5,2746,0.08
100923,1/24/2026,14,5,9,Store,1,4522,0.3
100924,6/2/2024,6,19,11,Store,3,2783,0.06
100925,8/11/2023,120,17,4,Store,3,5443,0.01
100926,1/17/2025,120,30,3,Store,2,3034,0.13
100927,6/5/2023,27,19,8,Store,3,1300,0.29
100928,9/13/2025,120,6,10,Store,2,5564,0.07
100929,4/24/2023,21,36,9,Store,1,3336,0.29
100930,12/15/2023,97,25,1,Store,4,5950,0.26
100931,4/5/2026,54,22,8,Store,4,4902,0.26
100932,10/10/2024,100,38,2,Online,5,6593,0.18
100933,3/16/2023,57,7,1,Online,4,2258,0.08
100934,8/29/2024,103,29,11,Online,1,3510,0.18
100935,3/11/2024,34,13,4,Store,3,3988,0.27
100936,6/17/2024,82,20,5,Online,4,6657,0.11
100937,12/29/2025,110,17,12,Store,3,1587,0.12
100938,4/23/2024,108,11,8,Online,4,4892,0.11
100939,7/16/2025,51,16,3,Online,2,1915,0.02
100940,8/9/2023,102,30,3,Store,2,7202,0.23
100941,7/19/2025,103,32,8,Online,1,760,0.05
100942,11/13/2023,105,4,6,Online,1,5215,0.14
100943,11/13/2025,108,34,4,Online,5,4373,0.22
100944,1/24/2023,15,28,9,Store,1,3205,0.22
100945,11/19/2023,101,2,1,Online,3,3425,0.26
100946,10/15/2024,1,12,8,Store,3,6583,0.21
100947,3/4/2026,108,6,10,Online,3,3476,0.25
100948,5/17/2023,32,7,9,Store,3,3672,0.04
100949,1/15/2024,42,4,12,Online,4,4852,0.1
100950,5/6/2025,86,9,3,Store,3,3842,0.04
100951,8/11/2024,41,1,1,Online,1,939,0.09
100952,4/22/2023,75,6,5,Online,1,3214,0.01
100953,11/18/2023,62,22,3,Store,4,5587,0.1
100954,5/17/2023,88,22,9,Store,4,6977,0.24
100955,2/15/2023,46,9,7,Store,4,5013,0.18
100956,2/13/2024,49,5,9,Online,1,1923,0.06
100957,1/30/2024,90,29,1,Store,2,3515,0.19
100958,8/31/2024,25,26,5,Store,2,1645,0.19
100959,2/7/2026,115,34,4,Online,1,6218,0.15
100960,5/27/2023,25,7,3,Online,3,3299,0.17
100961,4/13/2023,23,16,10,Store,3,2129,
100962,2/4/2025,22,8,9,Online,3,3072,0.21
100963,3/25/2023,60,30,11,Online,2,2896,0.27
100964,11/23/2023,14,33,9,Store,2,6961,0.12
100965,7/1/2025,6,35,5,Store,2,7337,0.19
100966,10/9/2024,85,22,8,Online,5,1361,0.29
100967,2/2/2026,115,14,10,Online,3,6820,0.25
100968,8/16/2024,108,33,8,Online,4,996,0.04
100969,4/14/2025,10,24,5,Store,4,2944,0.03
100970,3/6/2023,84,39,9,Store,2,3864,0.06
100971,9/19/2023,75,7,11,Online,4,3695,0.22
100972,8/8/2024,78,30,7,Online,1,3831,0.28
100973,7/2/2024,68,37,11,Store,3,1543,0.1
100974,6/30/2025,75,38,7,Store,5,6497,0.17
100975,2/22/2024,72,10,1,Store,1,3523,0.13
100976,11/23/2024,33,5,10,Online,2,5061,0.29
100977,11/1/2023,74,33,8,Online,1,5350,0.18
100978,9/7/2023,53,31,4,Online,3,5101,0.15
100979,5/24/2023,113,11,7,Store,3,5268,0.08
100980,5/31/2025,4,28,7,Online,1,7040,0.21
100981,3/6/2023,76,28,12,Store,5,6471,0.21
100982,11/6/2023,115,9,10,Online,1,3694,
100983,7/19/2023,14,10,9,Online,3,2147,0.18
100984,7/27/2023,33,10,5,Online,3,5549,0.25
100985,3/1/2024,112,33,6,Online,2,2358,0.24
100986,11/8/2023,12,11,4,Online,4,2773,0.08
100987,4/2/2025,99,23,9,Online,4,2662,0.29
100988,3/18/2026,111,18,10,Store,1,1974,0.14
100989,12/1/2023,82,10,11,Online,2,2661,0.21
100990,8/19/2023,30,7,6,Store,3,1866,0.2
100991,4/22/2024,53,8,8,Online,1,5301,0.1
100992,11/14/2024,28,29,6,Online,2,1015,0.09
100993,2/7/2026,76,38,5,Online,2,3439,0.29
100994,3/9/2023,100,10,9,Online,5,1569,0.23
100995,2/20/2025,107,5,4,Online,1,6382,0.13
100996,1/16/2024,89,19,5,Store,4,6616,0.09
